question_id,question,reference,context,our_answer_wo_context,our_answer_w_context,is_correct_wo_context,is_correct_w_context
4hop1__152562_5274_458768_33637,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,two,"Sony Music Entertainment Inc. (sometimes known as Sony Music or by the initials, SME) is an American music corporation managed and operated by Sony Corporation of America (SCA), a subsidiary of Japanese conglomerate Sony Corporation. In 1929, the enterprise was first founded as American Record Corporation (ARC) and, in 1938, was renamed Columbia Recording Corporation, following ARC's acquisition by CBS. In 1966, the company was reorganized to become CBS Records. In 1987, Sony Corporation of Japan bought the company, and in 1991, renamed it SME. It is the world's second largest recorded music company, after Universal Music Group.
Around the start of the 20th century, a growing population of Asian Americans lived in or near Santa Monica and Venice. A Japanese fishing village was located near the Long Wharf while small numbers of Chinese lived or worked in both Santa Monica and Venice. The two ethnic minorities were often viewed differently by White Americans who were often well-disposed towards the Japanese but condescending towards the Chinese. The Japanese village fishermen were an integral economic part of the Santa Monica Bay community.
The Right Stuff Records is a reissue record label that was part of EMI, which is now owned by Universal Music Group and is based out of Santa Monica, California.
Four songs were included as bonus tracks to the single release of ""Vilaiyaadu Mankatha"", all of which were part of earlier soundtracks by Yuvan Shankar Raja and were marketed by Sony Music Entertainment. The four songs - ""Dia Dia Dole"" performed by Suchitra for the film ""Avan Ivan"", ""Goa"" from the same-titled film featuring vocals by Krish, Ranjith, Tanvi Shah, Suchitra, Chynk Showtyme and Pav Bundy, ""Yogi Yogi Thaan"" from ""Yogi"" sung by Blaaze and Neha Bhasin and the title track from ""Theeradha Vilaiyattu Pillai"" rendered by Andrea Jeremiah, Tanvi Shah, Vinaitha and Ranjith - were added in their original composition without any variation.",I'm unable to provide an answer to your question.,Two ethnic minorities.,0,1
2hop__428940_135373,After what is the body of water Partridge Lake is part of named?,Vitus Bering,"The Bering Sea is separated from the Gulf of Alaska by the Alaska Peninsula. It covers over and is bordered on the east and northeast by Alaska, on the west by Russian Far East and the Kamchatka Peninsula, on the south by the Alaska Peninsula and the Aleutian Islands and on the far north by the Bering Strait, which connects the Bering Sea to the Arctic Ocean's Chukchi Sea. Bristol Bay is the portion of the Bering Sea which separates the Alaska Peninsula from mainland Alaska. The Bering Sea is named for Vitus Bering, a Danish navigator in Russian service, who in 1728 was the first European to systematically explore it, sailing from the Pacific Ocean northward to the Arctic Ocean.
Partridge Lake is a lake in the Yukon and British Columbia, Canada that is part of the Bering Sea drainage basin. The primary inflow, at the south, and outflow, at the north, is the Partridge River, which flows via Bennett Lake, the Nares River, Tagish Lake, the Tagish River and the Yukon River to the Bering Sea. A secondary inflow, at the southwest, is Jones Creek.",Lake Ontario,The Bering Sea.,0,1
3hop1__79039_131926_13165,What treaty ceded territory to the US extending west to the river next to the city that's the home of the Juicy Lucy?,Treaty of Paris,"Minneapolis lies on both banks of the Mississippi River, just north of the river's confluence with the Minnesota River, and adjoins Saint Paul, the state's capital. The city is abundantly rich in water, with 13 lakes, wetlands, the Mississippi River, creeks and waterfalls; many connected by parkways in the Chain of Lakes and the Grand Rounds National Scenic Byway. It was once the world's flour milling capital and a hub for timber. The city and surrounding region is the primary business center between Chicago and Seattle. As of 2018, Minneapolis was home to 6 Fortune 500 companies, and the Twin Cities were the fifth-largest hub of major corporate headquarters in the United States. As an integral link to the global economy, Minneapolis is categorized as a global city.
In the Treaty of Paris after the Revolution, the British had ceded the lands between the Appalachian Mountains and the Mississippi River to the United States, without consulting the Shawnee, Cherokee, Choctaw and other smaller tribes who lived there. Because many of the tribes had fought as allies of the British, the United States compelled tribal leaders to sign away lands in postwar treaties, and began dividing these lands for settlement. This provoked a war in the Northwest Territory in which the U.S. forces performed poorly; the Battle of the Wabash in 1791 was the most severe defeat ever suffered by the United States at the hands of American Indians. President Washington dispatched a newly trained army to the region, which decisively defeated the Indian confederacy at the Battle of Fallen Timbers in 1794.
A Jucy Lucy (sic) or Juicy Lucy is a cheeseburger that has the cheese inside the meat patty instead of on top, resulting in a melted core of cheese within the patty. Two bars in Minneapolis claim to be the inventor of the burger, though other bars and restaurants have created their own interpretations on the style.",Webster's Treaty,Treaty of Paris.,0,1
2hop__32441_274635,In which military branch did the other president besides Taft that Jenkins Orphanage played for serve?,United States Army,"As many as five bands were on tour during the 1920s. The Jenkins Orphanage Band played in the inaugural parades of Presidents Theodore Roosevelt and William Taft and toured the USA and Europe. The band also played on Broadway for the play ""Porgy"" by DuBose and Dorothy Heyward, a stage version of their novel of the same title. The story was based in Charleston and featured the Gullah community. The Heywards insisted on hiring the real Jenkins Orphanage Band to portray themselves on stage. Only a few years later, DuBose Heyward collaborated with George and Ira Gershwin to turn his novel into the now famous opera, Porgy and Bess (so named so as to distinguish it from the play). George Gershwin and Heyward spent the summer of 1934 at Folly Beach outside of Charleston writing this ""folk opera"", as Gershwin called it. Porgy and Bess is considered the Great American Opera[citation needed] and is widely performed.
Thomas Harbo Rynning (February 17, 1866 – June 18, 1941) was an officer in the United States Army who served with Theodore Roosevelt's Rough Riders during the Spanish–American War. He was also the captain of the Arizona Rangers, warden of Yuma Territorial Prison, and a United States Marshal in San Diego, California.",I couldn't find any information about a president besides Taft that Jenkins Orphanage,Theodore Roosevelt's.,0,0
2hop__14092_8311,When was John's eldest son crowned?,1216,"John's first wife, Isabel, Countess of Gloucester, was released from imprisonment in 1214; she remarried twice, and died in 1217. John's second wife, Isabella of Angoulême, left England for Angoulême soon after the king's death; she became a powerful regional leader, but largely abandoned the children she had had by John. John had five legitimate children, all by Isabella. His eldest son, Henry III, ruled as king for the majority of the 13th century. Richard became a noted European leader and ultimately the King of the Romans in the Holy Roman Empire. Joan married Alexander II of Scotland to become his queen consort. Isabella married the Holy Roman Emperor Frederick II. His youngest daughter, Eleanor, married William Marshal's son, also called William, and later the famous English rebel Simon de Montfort. John had a number of illegitimate children by various mistresses, including nine sons – Richard, Oliver, John, Geoffrey, Henry, Osbert Gifford, Eudes, Bartholomew and probably Philip – and three daughters – Joan, Maud and probably Isabel. Of these, Joan became the most famous, marrying Prince Llywelyn the Great of Wales.
Since the coronations in 1066 of both King Harold and William the Conqueror, coronations of English and British monarchs were held in the abbey. In 1216, Henry III was unable to be crowned in London when he first came to the throne, because the French prince Louis had taken control of the city, and so the king was crowned in Gloucester Cathedral. This coronation was deemed by the Pope to be improper, and a further coronation was held in the abbey on 17 May 1220. The Archbishop of Canterbury is the traditional cleric in the coronation ceremony.[citation needed]",I don't have enough information.,Not mentioned.,0,0
3hop1__108833_720914_27537,Why did Roncalli leave the place where artist who made The Bacchanal of the Andrians died?,for the conclave in Rome,"The Bacchanal of the Andrians is an oil painting by Titian. It is signed "".[aciebat]"" and is dated to 1523–1526.
The Martyrdom of Saint Lawrence is a 1558 painting by Titian, now in the church of I Gesuiti in Venice. It so impressed Philip II of Spain that he commissioned a second version in 1567 for the basilica at El Escorial.
Following the death of Pope Pius XII on 9 October 1958, Roncalli watched the live funeral on his last full day in Venice on 11 October. His journal was specifically concerned with the funeral and the abused state of the late pontiff's corpse. Roncalli left Venice for the conclave in Rome well aware that he was papabile,[b] and after eleven ballots, was elected to succeed the late Pius XII, so it came as no surprise to him, though he had arrived at the Vatican with a return train ticket to Venice.[citation needed]","I couldn't find any information about an artist named ""The Bacchanal of the",There is no information about the artist's death in the context.,0,0
3hop2__304722_590317_63959,When was the last time the team that Terry Twell was a member of beat the 194-95 winner of the FA Cup?,1 December 2010,"Date Venue Home team Score Competition Round Attendance 5 November 1887 Wellington Road Aston Villa 4 -- 0 FA Cup 2nd Round 23 March 1901 Muntz Street Small Heath 0 -- 0 FA Cup Quarter Final 27 March 1901 Villa Park Aston Villa 1 -- 0 FA Cup Quarter Final replay 23 May 1963 St Andrew's Birmingham City 3 -- 1 League Cup Final 1st leg 31,850 27 May 1963 Villa Park Aston Villa 0 -- 0 League Cup Final 2nd leg 37,921 27 September 1988 St Andrew's Birmingham City 0 -- 2 League Cup 2nd Round 1st leg 12 October 1988 Villa Park Aston Villa 5 -- 0 League Cup 2nd Round 2nd leg 9 November 1988 Villa Park Aston Villa 6 -- 0 Full Members Cup 1st Round 8,324 21 September 1993 St Andrew's Birmingham City 0 -- 1 League Cup 2nd Round 1st leg 27,815 6 October 1993 Villa Park Aston Villa 1 -- 0 League Cup 2nd Round 2nd leg 35,856 1 December 2010 St Andrew's Birmingham City 2 -- 1 League Cup Quarter Final 27,679 22 September 2015 Villa Park Aston Villa 1 -- 0 League Cup 3rd Round 34,442
The Trophy was stolen from a display in the shop window of W. Shillcock (a football fitter) in Newton Row, Birmingham, after the Final and never recovered despite a £10 reward. According to the Police, it was taken sometime between 21:30 on Wednesday 11 September and 7:30 the following morning, along with cash from a drawer. The cup was replaced by a copy of the original, made by Howard Vaughton, the former Aston Villa player and England international, who had opened a silversmith's business after his retirement from the game.
Terence Keith ""Terry"" Twell (21 February 1947 – 27 February 2013) was an English professional footballer who played in the Football League for Birmingham City. He played as a goalkeeper.",I couldn't find any information on Terry Twell.,Birmingham City won the FA Cup in 1949.,0,0
3hop1__699454_831637_91775,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Sable?","Sea, Air, and Land","The United States Navy's ``Sea, Air, and Land ''Teams, commonly abbreviated as the Navy SEALs, are the U.S. Navy's primary special operations force and a component of the Naval Special Warfare Command. Among the SEALs' main functions are conducting small - unit maritime military operations that originate from, and return to, a river, ocean, swamp, delta, or coastline. The SEALs are trained to operate in all environments (Sea, Air, and Land) for which they are named.
USS ""Sable"" (IX-81) was a training ship of the United States Navy during World War II. Originally built as the passenger ship ""Greater Buffalo"", a sidewheel excursion steamer, she was purchased by the Navy in 1942 and converted to a training aircraft carrier to be used on the Great Lakes. Lacking a hangar deck, elevators or armament, she was not a true warship, but provided advanced training of naval aviators in carrier takeoffs and landings.
The first major warship produced by the U.S. Navy after World War II (and in the Cold War) were ""frigates""—the ships were originally designated destroyer leaders but reclassified in 1975 as guided missile cruisers (except the became guided missile destroyers). These grew out of the last all-gun destroyers of the 1950s. In the middle 1970s the s entered service, optimized for anti-submarine warfare. A special class of guided missile destroyers was produced for the Shah of Iran, but due to the Iranian Revolution these ships could not be delivered and were added to the U.S. Navy.","Seal stands for Sea, Air, and Land.","Sea, Air, Land",1,1
2hop__754753_57816,What is the U.S. News ranking of the law school at Carlos Alvarez's employer?,100,"The 2017 U.S. News & World Report's ``Best Law School Rankings ''ranked the FIU College of Law at 100 in the United States. This represents an increase of more than 51 spots since 2009.
Carlos Manuel Alvarez (born 1944) is an associate professor of educational leadership and policy studies at Florida International University who, along with his second wife Elsa, was charged in January 2006 with treason.",Who is Carlos Alvarez?,FIU College of Law #100,0,1
4hop1__152562_5274_458768_33677,Vilaiyaadu Mankatha's record label has just one company that is larger than it. When was the most recent Bicycle Friendly Community award given to the city where the headquarters of that larger company lies?,2013,"Sony Music Entertainment Inc. (sometimes known as Sony Music or by the initials, SME) is an American music corporation managed and operated by Sony Corporation of America (SCA), a subsidiary of Japanese conglomerate Sony Corporation. In 1929, the enterprise was first founded as American Record Corporation (ARC) and, in 1938, was renamed Columbia Recording Corporation, following ARC's acquisition by CBS. In 1966, the company was reorganized to become CBS Records. In 1987, Sony Corporation of Japan bought the company, and in 1991, renamed it SME. It is the world's second largest recorded music company, after Universal Music Group.
Santa Monica has a bike action plan and recently launched a Bicycle sharing system in November 2015. The city is traversed by the Marvin Braude Bike Trail. Santa Monica has received the Bicycle Friendly Community Award (Bronze in 2009, Silver in 2013) by the League of American Bicyclists. Local bicycle advocacy organizations include Santa Monica Spoke, a local chapter of the Los Angeles County Bicycle Coalition. Santa Monica is thought to be one of the leaders for bicycle infrastructure and programming in Los Angeles County.[citation needed]
Four songs were included as bonus tracks to the single release of ""Vilaiyaadu Mankatha"", all of which were part of earlier soundtracks by Yuvan Shankar Raja and were marketed by Sony Music Entertainment. The four songs - ""Dia Dia Dole"" performed by Suchitra for the film ""Avan Ivan"", ""Goa"" from the same-titled film featuring vocals by Krish, Ranjith, Tanvi Shah, Suchitra, Chynk Showtyme and Pav Bundy, ""Yogi Yogi Thaan"" from ""Yogi"" sung by Blaaze and Neha Bhasin and the title track from ""Theeradha Vilaiyattu Pillai"" rendered by Andrea Jeremiah, Tanvi Shah, Vinaitha and Ranjith - were added in their original composition without any variation.
The Right Stuff Records is a reissue record label that was part of EMI, which is now owned by Universal Music Group and is based out of Santa Monica, California.",I couldn't find any information about Vilaiyaadu Mankatha's record label,2009.,0,0
4hop2__71753_158279_70784_61381,When was the region immediately north of the region where Israel is located and the final destination for the export crops established?,1932,"The area of modern - day Saudi Arabia formerly consisted of four distinct regions: Hejaz, Najd and parts of Eastern Arabia (Al - Ahsa) and Southern Arabia ('Asir). The Kingdom of Saudi Arabia was founded in 1932 by Ibn Saud. He united the four regions into a single state through a series of conquests beginning in 1902 with the capture of Riyadh, the ancestral home of his family, the House of Saud. Saudi Arabia has since been an absolute monarchy, effectively a hereditary dictatorship governed along Islamic lines. The ultraconservative Wahhabi religious movement within Sunni Islam has been called ``the predominant feature of Saudi culture '', with its global spread largely financed by the oil and gas trade. Saudi Arabia is sometimes called`` the Land of the Two Holy Mosques'' in reference to Al - Masjid al - Haram (in Mecca) and Al - Masjid an - Nabawi (in Medina), the two holiest places in Islam. As of 2013, the state had a total population of 28.7 million, of which 20 million were Saudi nationals and 8 million were foreigners. As of 2017, the population is 33 million. The state's official language is Arabic.
Shiraz is the economic center of southern Iran. The second half of the 19th century witnessed certain economic developments that greatly changed the economy of Shiraz. The opening of the Suez Canal in 1869 allowed the extensive import into southern Iran of inexpensive European factory-made goods, either directly from Europe or via India. Farmers in unprecedented numbers began planting cash crops such as opium poppy, tobacco, and cotton. Many of these export crops passed through Shiraz on their way to the Persian Gulf. Iranian long-distance merchants from Fars developed marketing networks for these commodities, establishing trading houses in Bombay, Calcutta, Port Said, Istanbul and even Hong Kong.Shiraz's economic base is in its provincial products, which include grapes, citrus fruits, cotton and rice. Industries such as cement production, sugar, fertilizers, textile products, wood products, metalwork and rugs dominate. Shirāz also has a major oil refinery and is also a major center for Iran's electronic industries. 53% of Iran's electronic investment has been centered in Shiraz.
Israel (/ ˈɪzreɪəl /; Hebrew: יִשְׂרָאֵל ‎, Arabic: إِسْرَائِيل ‎), officially the State of Israel (Hebrew: מְדִינַת יִשְׂרָאֵל ‎, Arabic: دَوْلَة إِسْرَائِيل ‎), is a country in the Middle East, on the southeastern shore of the Mediterranean Sea and the northern shore of the Red Sea. It has land borders with Lebanon to the north, Syria to the northeast, Jordan on the east, the Palestinian territories of the West Bank and Gaza Strip to the east and west, respectively, and Egypt to the southwest. The country contains geographically diverse features within its relatively small area. Israel's economy and technology center is Tel Aviv, while its seat of government and proclaimed capital is Jerusalem, although the state's sovereignty over East Jerusalem is not recognised internationally. The population of Israel was estimated in 2017 to be 8,777,580 people, of whom 74.7% were Jewish, 20.8% Arab and 4.5% others.
The Kingdom of Saudi Arabia is a country situated in Southwest Asia, the largest country of Arabia, bordering the Persian Gulf and the Red Sea, north of Yemen. Its extensive coastlines on the Persian Gulf and Red Sea provide great leverage on shipping (especially crude oil) through the Persian Gulf and Suez Canal. The kingdom occupies 80% of the Arabian Peninsula. Most of the country's boundaries with the United Arab Emirates (UAE), Oman, and the Republic of Yemen (formerly two separate countries: the Yemen Arab Republic or North Yemen; and the People's Democratic Republic of Yemen or South Yemen) are undefined, so the exact size of the country remains unknown. The Saudi government estimate is at 2,217,949 square kilometres, while other reputable estimates vary between 2,149,690 and 2,240,000 sq. kilometres. Less than 1% of the total area is suitable for cultivation, and in the early 1990s, population distribution varied greatly among the towns of the eastern and western coastal areas, the densely populated interior oases, and the vast, almost empty deserts.",Suez Canal established 1869.,I do not know.,0,0
4hop1__39871_314549_131976_56103,"When do hurricanes occur in the ocean that borders the state where Williamsburg, Main Street Station and another share a track?",usually in the summer or fall,"Virginia has a total area of , including of water, making it the 35th-largest state by area. Virginia is bordered by Maryland and Washington, D.C. to the north and east; by the Atlantic Ocean to the east; by North Carolina to the south; by Tennessee to the southwest; by Kentucky to the west; and by West Virginia to the north and west. Virginia's boundary with Maryland and Washington, D.C. extends to the low-water mark of the south shore of the Potomac River. The southern border is defined as the 36° 30′ parallel north, though surveyor error led to deviations of as much as three arcminutes. The border with Tennessee was not settled until 1893, when their dispute was brought to the U.S. Supreme Court.
Newport News is included in the Hampton Roads metropolitan area. It is at the southeastern end of the Virginia Peninsula, on the northern shore of the James River extending southeast from Skiffe's Creek along many miles of waterfront to the river's mouth at Newport News Point on the harbor of Hampton Roads. The area now known as Newport News was once a part of Warwick County. Warwick County was one of the eight original shires of Virginia, formed by the House of Burgesses in the British Colony of Virginia by order of King Charles I in 1634. The county was largely composed of farms and undeveloped land until almost 250 years later.
An Atlantic hurricane or tropical storm is a tropical cyclone that forms in the Atlantic Ocean, usually in the summer or fall. A hurricane differs from a cyclone or typhoon only on the basis of location. A hurricane is a storm that occurs in the Atlantic Ocean and northeastern Pacific Ocean, a typhoon occurs in the northwestern Pacific Ocean, and a cyclone occurs in the south Pacific or Indian Ocean.
The Richmond area also has two railroad stations served by Amtrak. Each station receives regular service from north of Richmond including Washington, D.C., Philadelphia, and New York. The suburban Staples Mill Road Station is located on a major north-south freight line and receives all service to and from all points south including, Raleigh, Durham, Savannah, Newport News, Williamsburg and Florida. Richmond's only railway station located within the city limits, the historic Main Street Station, was renovated in 2004. As of 2010, the station only receives trains headed to and from Newport News and Williamsburg due to track layout. As a result, the Staples Mill Road station receives more trains and serves more passengers overall.",I need more information about Williamsburg.,In the summer or fall.,0,1
2hop__2682_577502,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,Maria Shriver,"California governor Arnold Schwarzenegger signed the ""Donda West Law"", legislation which makes it mandatory for patients to provide medical clearance for elective cosmetic surgery.
Several prominent Americans figure among Chretien du Bois' descendants, including former governor of Massachusetts William Floyd Weld, actor Marlon Brando, Jr., painter Mary Cassatt, journalist Maria Shriver (wife of California governor Arnold Schwarzenegger), Samuel Walton, General George Smith Patton III and film director George Lucas. W. E. B. Du Bois is also said to be a descendant.",I cannot verify who the spouse of the governor signing legislation in honor of Donda West,Arnold Schwarzenegger,0,0
3hop1__68802_89752_49923,How many counties are there in the largest state in the region where the film The Family Stone was set?,sixteen,"The states of New England have a combined area of 71,991.8 square miles (186,458 km), making the region slightly larger than the state of Washington and larger than England. Maine alone constitutes nearly one - half of the total area of New England, yet is only the 39th - largest state, slightly smaller than Indiana. The remaining states are among the smallest in the U.S., including the smallest state -- Rhode Island.
The plot follows the Christmas holiday misadventures of the Stone family in a small New England town when the eldest son, played by Mulroney, brings his uptight girlfriend (played by Parker) home with the intention of proposing to her with a cherished heirloom ring. Overwhelmed by the hostile reception, she begs her sister to join her for emotional support, triggering further complications.
This is a list of the sixteen counties in the U.S. state of Maine. Before statehood, Maine was officially part of the state of Massachusetts and was called the District of Maine. Maine was granted statehood on March 15, 1820 as part of the Missouri Compromise. Nine of the sixteen counties had their borders defined while Maine was still part of Massachusetts, and hence are older than the state itself. Even after 1820, the exact location of the northern border of Maine was disputed with Britain, until the question was settled and the northern counties signed their final official form, the Webster - Ashburton Treaty, signed in 1842. Almost all of Aroostook County was disputed land until the treaty was signed.",Maine is not in the region where The Family Stone was set. The film was,Maine has 16 counties.,0,1
4hop1__88342_75218_128008_80286,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,Pete Rose,"The New York Yankees are an American professional baseball team based in the New York City borough of the Bronx. The Yankees compete in Major League Baseball (MLB) as a member club of the American League (AL) East division. They are one of two major league clubs based in New York City; the other club is the National League (NL)'s New York Mets. In the season, the club began play in the AL as the Baltimore Orioles (no relation to the modern Baltimore Orioles). Frank Farrell and Bill Devery purchased the franchise that had ceased operations and moved it to New York City, renaming the club the New York Highlanders. The Highlanders were officially renamed the Yankees in .
Pete Rose holds the Major League record for most career hits, with 4,256. Rose and Ty Cobb are the only players with 4,000 career hits. George Davis was the first switch hitter to collect 2,000 hits, doing so during the 1902 season. Ichiro Suzuki is the current active leader.
In the American League, the New York Yankees have played in 40 World Series and won 27, the Philadelphia / Kansas City / Oakland Athletics have played in 14 and won 9, and the Boston Red Sox have played in 12 and won 8, including the first World Series. In the National League, the St. Louis Cardinals have appeared in 19 and won 11, the New York / San Francisco Giants have played in 20 and won 8, the Brooklyn / Los Angeles Dodgers have appeared in 19 and won 6, and the Cincinnati Reds have appeared in 9 and won 5.
MVP voting takes place before the postseason, but the results are not announced until after the World Series. The BBWAA began by polling three writers in each league city in 1938, reducing that number to two per league city in 1961. The BBWAA does not offer a clear - cut definition of what ``most valuable ''means, instead leaving the judgment to the individual voters.",I need more information about the league.,Pete Rose holds the record.,0,1
4hop3__310746_88460_30152_20999,There exists a country A that forms a boundary between Thailand and the country containing the Khong District. How were the people that the Ajuran Empire declared independence from by minting coins expelled from country A?,The dynasty regrouped and defeated the Portuguese,"The discovery of new maritime trade routes by Western European states allowed them to avoid the Ottoman trade monopoly. The Portuguese discovery of the Cape of Good Hope in 1488 initiated a series of Ottoman-Portuguese naval wars in the Indian Ocean throughout the 16th century. The Somali Muslim Ajuran Empire, allied with the Ottomans, defied the Portuguese economic monopoly in the Indian Ocean by employing a new coinage which followed the Ottoman pattern, thus proclaiming an attitude of economic independence in regard to the Portuguese.
The dynasty regrouped and defeated the Portuguese in 1613 and Siam in 1614. It restored a smaller, more manageable kingdom, encompassing Lower Myanmar, Upper Myanmar, Shan states, Lan Na and upper Tenasserim. The Restored Toungoo kings created a legal and political framework whose basic features would continue well into the 19th century. The crown completely replaced the hereditary chieftainships with appointed governorships in the entire Irrawaddy valley, and greatly reduced the hereditary rights of Shan chiefs. Its trade and secular administrative reforms built a prosperous economy for more than 80 years. From the 1720s onward, the kingdom was beset with repeated Meithei raids into Upper Myanmar and a nagging rebellion in Lan Na. In 1740, the Mon of Lower Myanmar founded the Restored Hanthawaddy Kingdom. Hanthawaddy forces sacked Ava in 1752, ending the 266-year-old Toungoo Dynasty.
Khong is a district (""muang"") of Champassack Province in southwestern Laos. The district borders Cambodia in the far south and is famous for the Khonephapheng Waterfalls and the Si Phan Don (4000 Islands) area.
Myanmar (also known as Burma) is the northwestern-most country of mainland Southeast Asia, bordering China, India, Bangladesh, Thailand and Laos. It lies along the Indian and Eurasian Plates, to the southeast of the Himalayas. To its west is the Bay of Bengal and to its south is the Andaman Sea. It is strategically located near major Indian Ocean shipping lanes.",I can't verify the country A you are referring to.,The Portuguese.,0,1
2hop__203437_152093,What label was responsible for the performer of Live Life Loud?,Fair Trade Services,"Live Life Loud is the fourth studio album from Christian rock band Hawk Nelson. It was released on September 22, 2009. According to Daniel Biro, the dog on the cover is lead vocalist Jason Dunn's dog Murphy. The album was packaged with a pair of 3D glasses that are needed to be worn to view the album's CD booklet which is printed in 3D.
Dunn's departure from the band, with Steingard replacing him on vocals marked the shift in the band's genre from fast-paced pop punk to a softer, contemporary alternative pop rock. On December 11, 2012, Hawk Nelson announced they had signed with Fair Trade Services. ""Made"" was released on April 2, 2013. The album's release was preceded by the release of the album's debut single on January 15, 2013, ""Words"", featuring Bart Millard of MercyMe, which reached No. 1 on the Christian Hot AC/CHR charts.","I couldn't find any information about ""Live Life Loud"".",I do not know.,0,0
3hop2__9988_73205_70784,What region is to the north of what used to be known as Near East and the body of water between east africa and Arabian Peninsula?,Kingdom of Saudi Arabia,"Before the modern era, it was divided into four distinct regions: Hejaz (Tihamah), Najd (Al - Yamama), Southern Arabia (Hadhramaut) and Eastern Arabia. Hejaz and Najd make up most of Saudi Arabia. Southern Arabia consists of Yemen and some parts of Saudi Arabia (Najran, Jizan, Asir) and Oman (Dhofar). Eastern Arabia consists of the entire coastal strip of the Persian Gulf.
The Kingdom of Saudi Arabia is a country situated in Southwest Asia, the largest country of Arabia, bordering the Persian Gulf and the Red Sea, north of Yemen. Its extensive coastlines on the Persian Gulf and Red Sea provide great leverage on shipping (especially crude oil) through the Persian Gulf and Suez Canal. The kingdom occupies 80% of the Arabian Peninsula. Most of the country's boundaries with the United Arab Emirates (UAE), Oman, and the Republic of Yemen (formerly two separate countries: the Yemen Arab Republic or North Yemen; and the People's Democratic Republic of Yemen or South Yemen) are undefined, so the exact size of the country remains unknown. The Saudi government estimate is at 2,217,949 square kilometres, while other reputable estimates vary between 2,149,690 and 2,240,000 sq. kilometres. Less than 1% of the total area is suitable for cultivation, and in the early 1990s, population distribution varied greatly among the towns of the eastern and western coastal areas, the densely populated interior oases, and the vast, almost empty deserts.
Subsequently with the disgrace of ""Near East"" in diplomatic and military circles, ""Middle East"" prevailed. However, ""Near East"" continues in some circles at the discretion of the defining agency or academic department. They are not generally considered distinct regions as they were at their original definition.",Persian Gulf,The Red Sea.,0,0
3hop1__64957_87694_124169,"When was the position of Governor ended in the city that houses the head of Catholicism, and the basilica of the saint holding a knife in the Last Supper?",1952,"The post of Governor of Vatican City (Governatore dello Stato della Città del Vaticano in Italian) was held by Marchese Camillo Serafini from the foundation of the state in 1929 until his death in 1952. No successor was appointed, and the post itself was not mentioned in the Fundamental Law of Vatican City State issued by Pope John Paul II on 26 November 2000, which entered into force on 22 February 2001.
Peter looks angry and is holding a knife pointed away from Christ, perhaps foreshadowing his violent reaction in Gethsemane during Jesus' arrest.
The Papal Basilica of St. Peter in the Vatican (Italian: Basilica Papale di San Pietro in Vaticano), or simply St. Peter's Basilica (Latin: Basilica Sancti Petri), is an Italian Renaissance church in Vatican City, the papal enclave within the city of Rome.",Vatican City.,The position of Governor was ended in 1952.,0,1
3hop1__671542_651917_47686,Where do greyhound buses leave from in the city where the performer of Darlings was born?,Toronto Coach Terminal,"Darlings is the second solo album by Broken Social Scene co-founder Kevin Drew. It was released on March 18, 2014.
Kevin Drew (born September 9, 1976) is a Canadian musician and songwriter who, together with Brendan Canning, founded the expansive Toronto baroque-pop collective Broken Social Scene. He was also part of the lesser-known KC Accidental, which consisted of Drew and Charles Spearin, another current member of Broken Social Scene.
The Toronto Coach Terminal is the central bus station for inter-city services in Toronto, Ontario, Canada. It is located at 610 Bay Street, in the city's Downtown. The terminal is owned by Toronto Coach Terminal Inc., a wholly owned subsidiary of the Toronto Transit Commission (TTC). The TTC managed the station directly until July 8, 2012, when it was leased out in its entirety to bus lines Coach Canada and Greyhound Canada for $1.2 million annually. Opened in 1931 as the Gray Coach Terminal, the Art Deco style terminal was home base for Gray Coach, an interurban bus service then owned by the TTC. It replaced an earlier open air terminal, Gray Line Terminal.",I need more information about the performer of Darlings and the city where they were born,Toronto Coach Terminal.,0,1
2hop__398344_439882,Who is the creator of the main character in the Steven the Sword Fighter series?,Rebecca Sugar,"""Steven the Sword Fighter"" is the sixteenth episode of the first season of the American animated television series ""Steven Universe"". It is written by Joe Johnston and Jeff Liu.
""Steven Universe"" is an American animated television series created by Rebecca Sugar. It is produced by Cartoon Network Studios and is the first Cartoon Network show to be created by a woman. The series focuses on the adventures of the Crystal Gems—magical alien warriors who protect the Earth from their own kind—and the humans they interact with in the fictional town of Beach City. It has received critical acclaim for the diversity and deep characterization of its characters; its portrayal of relationships, including queer relationships; and subversion of stereotypical gender norms, along with its art style, voice acting, music, and storytelling.","I couldn't find any information on the ""Steven the Sword Fighter series"".",I do not know.,0,0
