question,golden_answer,context,our_answer_wo_context,our_answer_w_context
"Monday marked the anniversary internet giant Google, started in 1998, while its founders were attending what PAC-10 school?","Stanford Management Company; Leland Stanford Jr University; Stanford University; Arrillaga Alumni Center; Associated Students of Stanford University; Stanford uni; Leland Stanford Jr. University; Stanford University Libraries and Academic Information Resources; LSJU; Stanfurd; Stanford Mixed Company; Faculty Authoring Development Program and Courseware Authoring Tools Project; Stanford U.; Stanford Marketing; Stanford Challenge; Stanford Univeristy; Stanford; Faculty authoring development program and courseware authoring tools project; Stanford.edu; Stanford Roble Gym; Stanford university; Leland Stanford University; Leland Stanford Junior University; Stanford Hymn; Stanford Symphony Orchestra; Leland Stanford, Jr. University; University of Stanford; Stanford Univ.","Google Google LLC is an American multinational technology company that specializes in Internet-related services and products, which include online advertising technologies, search engine, cloud computing, software, and hardware. Google was founded in 1998 by Larry Page and Sergey Brin while they were Ph.D. students at Stanford University in California. Together they own about 14 percent of its shares and control 56 percent of the stockholder voting power through supervoting stock. They incorporated Google as a privately held company on September 4, 1998. An initial public offering (IPO) took place on August 19, 2004, and Google moved to its headquarters in",Stanford University,Stanford University.
"At the Academy Awards, what was the first British film ever to win the Oscar for Best Film?","The Murder of Gonzago; Bernardo (character); The Tragedy Of Hamlet Prince Of Denmark; Tragical History of Hamlet, Prince of Denmark; The tragical history of Hamlet; Hamletian; William Shakespeare's Hamlet; Hamlet of Denmark; The Tragical History of Hamlet, Prince of Denmark; Tragical History of Hamlet Prince of Denmark; The Revenge of Hamlett, Prince of Denmarke; Marcellus (Hamlet); The Tragicall Historie of Hamlet, Prince of Denmarke; Hamlet (Shakespeare); The Tragedy of Hamlet Prince of Denmark; Hamlet (play); The Tragicall Historie of Hamlet, Prince of Denmarke.; The Tragical History Of Hamlet Prince of Denmark; Goodnight sweet prince; The Murder Of Gonzago; Hamlet, Prince of Denmark; Man delights not me; Hamlet; Bernardo (Hamlet); The Tragedy of Hamlet; The Tragedy of Hamlet, Prince of Denmark","2nd British Academy Film Awards The 2nd British Film Awards, known retroactively as the British Academy Film Awards, were given by the British Academy of Film and Television Arts (BAFTA) (known then as the British Film Academy) on 29 May 1949, and honoured the best films of 1948. Three new awards were handed out for Best Documentary, Special awards for film and the United Nations Award for the ""best Film embodying one or more of the principles of the United Nations Charter"". British films ""The Fallen Idol"" and ""Hamlet"" received the awards for Best British Film and Best Film from",The English Patient,I do not know.
What is the generic name for all of the greater festivals of the Christian Church?,Sacrament (Mormonism); Sacrament (Christianity); Sacramental theology; Sacrament (Latter Day Saint); Sacrament; Sacrement; Christian sacraments; Sacraments; Sacrament (Latter Day Saints); Holy Sacraments,"Orthodoxy, Oriental Orthodoxy), presbyterian governance, and congregational governance (Baptist, some Pentecostal, Congregationalist, charismatic, and other Protestant denominations). Before the Protestant Reformation, church leaders (the bishops) were universally understood to gain their authority through apostolic succession via the Sacrament of Ordination. Christian scriptures use a wide range of metaphors to describe the Church. These include: Today there is a wide diversity of Christian groups, with a variety of different doctrines and traditions. These controversies between the various branches of Christianity naturally include significant differences in their respective ecclesiologies. A denomination in Christianity is a generic term for a distinct religious body",Lent,I do not know.
The First Time Ever I Saw Your Face was featured in which Clint Eastwood film?,Play Misty for Me; Play Misty For Me,"Washington D. C. from Detroit (where she had played her first non-local engagement) to find that her cat had passed away. Flack's slow and sensual version was used by Clint Eastwood in his 1971 directorial film debut: ""Play Misty for Me"" to score a love scene featuring Eastwood and actress Donna Mills. Flack would recall how Eastwood, who had heard her version of ""The First Time..."" on his car radio while driving down the LA Freeway, phoned out of the blue to her Alexandria (Virginia) home: ""[Eastwood said:] 'I'd like to use your song in this movie...about a disc jockey","None, by Ewan MacColl","""Play Misty for Me"""
An axolotl is the larva or early form of what?,Urodele amphibians; Order Caudata; Urodeles; Salamanders; Salamander; Caudates; Urodela; Gray Salamander; Salamanda,"Herbert. Argentine writer Julio Cortázar included a short story entitled ""Axolotl"" in his 1956 collection ""Final del juego"". The story concerns a man who becomes obsessed with the salamanders after viewing them in an aquarium in Paris. In the Netflix series Bojack Horseman, there is an anthropomorphic axolotl character named Yolanda Buenaventura voiced by Natalie Morales. Axolotl The axolotl (, from ; plural axolotls or rarely axolomeh), ""Ambystoma mexicanum"", also known as the Mexican walking fish, is a neotenic salamander related to the tiger salamander. Although the axolotl is colloquially known as a ""walking fish"", it is not a fish,",Newt,The larva of a salamander.
Who was the treacherous knight of the Round Table?,Modredus; Melou; Modred; Modred Son Of Arthur; May Babies; Melehan; Sons of Mordred; Mordred; Medrawd; Medraut; Modret; Melehan and Melou; Morded; Sir Mordred,"Guinevere at the convent and conveys Arthur's message, then finally kills Modred after a fierce one-on-one battle. Lancelot meets Percival at the Round Table and weeps, blaming himself for the noble fellowship's demise. Percival receives another holy vision of the Grail and hears a divine voice telling him that Lancelot's son Galahad will be a worthy knight, and that Lancelot is forgiven and will now know peace. All names with an asterisk (*) are credited on the ""Cast"" page (p62) of ""Knights of the Round Table: A Story of King Arthur - Text based on the Metro-Goldwyn-Mayer film"" (Ward, Lock",Mordred.,Modred.
"In the UK, who was elected president of the National Union of Mineworkers in 1981?",Arthur Scargill; Arthur Skargill; Scargill,"National Union of Mineworkers (Great Britain) The National Union of Mineworkers (NUM) is a trade union for coal miners in Great Britain, formed in 1945 from the Miners' Federation of Great Britain (MFGB). The NUM took part in three national miners' strikes, in 1972, 1974 and 1984–85. After the 1984–85 strike and the subsequent closure of most of Britain's coal mines, it became a much smaller union. It had around 170,000 members when Arthur Scargill became leader in 1981, a figure which had fallen in 2015 to an active membership of around 100. The Miners' Federation of Great Britain was",Arthur Scargill,Arthur Scargill.
What position did Will Sommers hold at the court of Henry VIII?,Folly And Fool; Buffoonery; Jesters; Buffoons; Witcrackers; Court jesters; Jester; Fool (court jester); Wit cracker; Witcracker; Wit-crackers; Wit crackers; Buffoon; Jestyr; Court Jester; Wit-cracker; Court jester; FOOLS; Jokesters,"Will Sommers William ""Will"" Sommers (or Somers; died 15 June 1560) was the best-known court jester of Henry VIII of England. Born in Shropshire, Sommers came to the attention of Richard Fermor, a merchant of the Staple at Calais, who brought him to Greenwich in 1525 to present to the King. Impressed by his sense of humor, Henry promptly offered Sommers a place at court. He was soon in high favor with the King, whose generosity to him is attested by the accounts of the royal household. Sommers remained in service to the King for the rest of Henry's life.",Groom of the Stool,Court jester.
What country separates the city of Dandong and Dochon-ri village?,"Korea north; N. Korea; DPR Of Korea; Democratic Republic of Korea; Communist korea; ISO 3166-1:KP; Joseon Minjujuui Inmin Gonghwagug; Korea DPR; DPR of Korea; Democratic Peoples Republic of Korea; Korea (Democratic Republic of); Democratic People's Repulic of Korea; Korea (Pyongyang); NKorean; Soviet korea; North Korean people; 북한; North-Korea; Korea North; DR Korea; Democratic People's Republic of Korea (North Korea); Democratic People's Republic of North Korea; D P R of Korea; Pukchoson; Chosŏn Minjujuŭi Inmin Konghwaguk; Kim's Joseon Dynasty; Korea (DPRK); Korea dpr; D.P.R.K.; N. Koreans; Korea (North); North Korean; Chosun Minjujuui Inmin Gonghwaguk; 朝鮮民主主義人民共和國; Democratic People’s Republic of Korea; Janmadang; Dprk; D.P.R. Korea; Jangmadang; Red Korea; Democratic People's Republic of Corea; Pukchosŏn; 조선민주주의인민공화국; People's Democratic Republic of Korea; Korea (D.P.R.K.); Korean Democratic People's Republic; N. korea; Choson Minjujuui Inmin Konghwaguk; N Korea; North Korea; Joseon Democratic People's Republic; NKorea; 北韓; Bukjoseon; DPRoK; DPRNK; DPRK; North Kroea; Korea, North; North Koreans; 北朝鮮; Communist Korea; Democratic People's Republic of Choson; DPR Korea; Democratic People's Republic of Korea; North korea; Korean People's Democratic Republic; Democratic Peoples' Republic of Korea; N.Korea; Korea, Democratic People's Republic of; North Corea; N. Korean; 북조선; Joseonminjujuuiinmingonghwagug; The Democratic People's Republic of Korea","Dandong is the only city in the area of the reservoir. The Black Creek Reservoir near the Shou artillery battalion has spas, sanatoriums and a summer resort to cater to tourism. Eastern Liaoning University is in Dandong. The city has one international school, Eaglebridge International School. Dandong is a Sister City with the following cities: Dandong Dandong (), formerly known as Andong, is a prefecture-level city in southeastern Liaoning province, People's Republic of China. It is the largest Chinese border city, facing Sinuiju, North Korea across the Yalu River, which demarcates the Sino-North Korean border. To the southwest of the",North Korea.,North Korea.
"Which 17th century scientist, also Irish-born, was the 14th son of the 1st Earl of Cork?",Boylean; Robert Boyle; Sir Robert Boyle; The Hon Robert Boyle,"Richard Boyle, 1st Earl of Burlington Richard Boyle, 1st Earl of Burlington, 2nd Earl of Cork (20 October 1612 – 15 January 1698) was an Anglo-Irish nobleman who served as Lord High Treasurer of Ireland and was a Cavalier. He was born at ""The College"" in Youghal in the south-east of County Cork, Ireland, as the sixth child and second son of Richard Boyle, 1st Earl of Cork and his second wife, Catherine Fenton, daughter of Sir Geoffrey Fenton. His brother was the chemist Robert Boyle, and his sister was Lady Ranelagh. On 13 August 1624, The Hon. Richard Boyle,",Edmond Halley,I do not know.
With what activity is Russian Marc Chagall associated?,"Paintism; Paintings; Classical Painting; PainTing; Painters; Paintist; Paintery; Paintress; Coat of paint; Painter; Paintingly; Paintists; Stylized painting; Painting artist; Paintedly; Painting, the art of; Painting; Painter (artist); Painteries; PaintIng; Painting (object); Paintistically","Marc Chagall Marc Zakharovich Chagall ( ; born Moishe Zakharovich Shagal; 28 March 1985) was a Russian-French artist of Belarusian Jewish origin. An early modernist, he was associated with several major artistic styles and created works in virtually every artistic format, including painting, book illustrations, stained glass, stage sets, ceramic, tapestries and fine art prints. Art critic Robert Hughes referred to Chagall as ""the quintessential Jewish artist of the twentieth century"" (though Chagall saw his work as ""not the dream of one people but of all humanity""). According to art historian Michael J. Lewis, Chagall was considered to be ""the",Marc Chagall was associated with painting.,Russian painter.
Angus Jones apologised for urging viewers not to watch which TV show in which he stars?,"2 + 1/2 men; Two and a Half Men (TV series); 2 and 1/2 men; Two and a half Men; Two and a half men; 2 1/2 men; Two & a half men; 2aahm; Two and half men; My Cool Uncle Charlie; 2 ½ men; 2 and a ½ men; Two and a Half Men; TAHM; 2,5 men; 2 and a half men; 21/2 Men; 2 ½ Men; Manly men, men, men; Two and A Half Men; Old Alan; Tahm; Two & a Half Men; 2.5 men; 2½ Men; Two And A Half Men; 2 1/2 Men; TAAHM; 2 half men; 2.5 Men","Angus T. Jones Angus Turner Jones (born October 8, 1993) is an American actor. Jones is best known for playing Jake Harper in the CBS sitcom ""Two and a Half Men"", for which he won two Young Artist Awards and a TV Land Award during his 10-year tenure as one of the show's main characters. Jones was born in Austin, Texas, the older of two sons. Jones's first film role was as a five-year-old in the 1999 film ""Simpatico"". From 2001 to 2003, he had supporting roles in films including ""See Spot Run"", ""The Rookie"", ""Bringing Down the House"", ""George",Blue Peter,"""Two and a Half Men""."
"Englishman Lancelot 'Capability' Brown, (1716-83) is a globally famous?",Landscape/garden architect,"manuscripts of the Lancelot-Grail are available online at the following locations: The Bibliothèque Nationale de France ""Gallica"" website lists 10 Lancelot-Grail manuscripts of this work and others containing Arthurian texts, with links to each manuscript. Other manuscripts with images online are: Two British Library manuscripts are fully digitised: For other manuscripts in the British Library collections, descriptions and images are available in the Catalogue of Illuminated Manuscripts: Lancelot-Grail The Lancelot-Grail, also known as the Prose ""Lancelot"", the Vulgate Cycle, or the Pseudo-Map Cycle, is a major source of Arthurian legend written in French. It is a series of prose volumes",Garden designer.,"No, it's not Lancelot."
Which Russian composer was also a naval officer?,"Nikolai Rimsky Korsakov; Rimsky Korsakoff; Nikolay Rimsky-Korsakov; Rimsky-Korsakov, Nikolay Andreyevich; Nikolai Andreyevich Rimski-Korsakov; Rimsky-korsakov; Rimskij-Korsakov; Nikolay Andreyevich Rimsky-Korsakoff; Rimsky-Korsakof; Nikolay Rimsky-Korsakoff; Nikolai Andreyevich Rimsky-Korsakoff; Nikolai Andrejewitsch Rimsky-Korsakow; Nikolaj Andreevič Rimskij-Korsakov; Rimsky korsakov; Rimsy-korsakov; Nikolaj Rimskij-Korsakov; Rimsky-Korsakov; Nikolai Rimsky-Korsakoff; Nicolas Andreievich Rimsky-Korsakov; Nicolai Andreyevich Rimsky-Korsakov; Nikolaj Rimsky-Korsakov; Nikolaj Andreevic Rimskij-Korsakov; Nikolay Andreyevich Rimsky-Korsakov; Николай Римский-Корсаков; Nikolai Rimsky-Korsakov; Nikolai Andreievich Rimsky-Korsakov; Nikolai Andreyevich Rimsky-Korsakov; Nicolas Rimsky-Korsakov; Nicolai Rimsky-Korsakov; Rimsky-Korsakoff; Rimsky-Korsakov, Nicolai Andreyevich; Nikolai Andreevich Rimski-Korsakov; Nikolai Rimski-Korsakov; Nikolay Rimsky Korsakov; Nikolai Rimsky Korsakoff","Corfits Ulfeldt (naval officer) Corfits Mogensen Ulfeldt (died 1644) was a Danish naval officer, a cousin of the much more famous traitor Corfitz Ulfeldt (1606–1664). He is known in the annals of whaling as the man who drove the French out of Spitsbergen. Ulfeldt later fought (and died) in the Torstenson War. Ulfeldt was the son of Council of State member and Rigsadmiral (High Admiral) Mogens Ulfeldt (1569-1616) and Anne Christensdatter Lange (Munk). He had a sister and at least two brothers: Anne Mogensen Ulfeldt (1598-1655), Jacob Mogensen Ulfeldt and Christian Mogensen Ulfeldt. He was married to Else Andersdatter Thot",Pyotr Ilyich Tchaikovsky,I do not know.
"March 9, 1959 saw the introduction of what Mattel favorite, an 11.5 inch tall fashion doll which saw controversy when a later talking model exclaimed such phrases as Will we ever have enough clothes?, and Math class is tough!?","Barbie & Ken; Barbie; Barbie Millicent Robert; Teen Talk Barbie; Holiday Barbie; Math is Hard Barbie; Math is hard; Barbie Millicent; Barbie Mini-Kingdom; Barbie girls; Barbie Roberts; Barbie Platinum lable; Barbie Fashion; Barbies; Barbie doll; Barbie Millicent Roberts; Millicent Roberts; Barbie syndrome; BarbieGirls; Barbara Millicent Roberts; BarbieGirls.com; Barbie Doll; Christie (doll); ToyTalk; Fashion Queen Barbie; Barbara Handler; Barbie Mini Kingdom; Barbara Millicent; Barbie dolls; Math class is tough!; Oreo Barbie; Math is hard Barbie; Willows, WI; Barbie Platinum label","talking doll that caused controversy in the United States in the early 1990s. In July 1992, Mattel released Teen Talk Barbie, which spoke a number of phrases including ""Will we ever have enough clothes?"", ""I love shopping!"", and ""Wanna have a pizza party?"" Each doll was programmed to say four out of 270 possible phrases, so that no two dolls were likely to be the same. One of these 270 phrases was ""Math class is tough!"". Although only about 1.5% of all the dolls sold said the phrase, it led to criticism from the American Association of University Women because",Barbie,Barbie doll.
The German word ahnentafel is a term for a numbering system used in what particular field? (hint: using it eliminates the need to draw a tree),Genealogics; Genealogy chart; Genealogists; Genealogy; Family genealogist; Genealogies; Genealogical; Family History; Genealogist; Family history; Genealogic; Geneology; Genæology; Geneaology; Family histories,"order). The ahnentafel system of numeration is also known as: the Eytzinger Method, for Michaël Eytzinger, the Austrian-born historian who first published the principles of the system in 1590; the Sosa Method, named for Jerónimo (Jerome) de Sosa, the Spanish genealogist who popularized the numbering system in his work ""Noticia de la gran casa de los marqueses de Villafranca"" in 1676; and the Sosa–Stradonitz Method, for Stephan Kekulé von Stradonitz, the genealogist and son of Friedrich August Kekulé, who published his interpretation of Sosa's method in his ""Ahnentafel-atlas"" in 1898. ""Ahnentafel"" is a loan word from the German language, and",Genealogy,Genealogy.
Frankie Fredericks represented which country at athletics,Culture of Namibia; Nam bam; Namibian culture; Nambam; Namibia; Nambia; Namibians; Republic of Namibia; ISO 3166-1:NA; Namibian,"history until recently. In 2004 Fredericks became a member of the International Olympic Committee. In 2009 Fredericks became the head of the Athletics Namibia in a controversial leadership contest. In 2012 Fredericks was nominated to be a member of the International Olympic Committee. Frankie Fredericks is a member of the ‘Champions for Peace’ club, a group of 54 famous elite athletes committed to serving peace in the world through sport, created by Peace and Sport, a Monaco-based international organisation. On March 3, 2017, French newspaper Le Monde reported that Fredericks was under investigation for a $299,300 USD payment from Pamodzi",Namibia,Namibia
American DJ Robert Weston Smith was better known by what stage name?,Wolf man Jack; Wolfman Jack; Robert Weston Smith,"an intracerebral hemorrhage. After learning of Münch's condition, fellow producers DJ Ayres, Tittsworth and Dave Nada organised a fundraiser ""to pay for surgery, medication and flight home for the non-American insured producer"". He spent 9 hours in coma and 11 days in the hospital, but when noticing the overwhelming support it inspired him to recover faster during 2011. 2009: 2010: 2011: 2012: 2013: 2014: 2010: 2012: 2016: 2010: 2011: 2010: 2012: 2008: 2010: 2011: 2012: 2013: 2014: 2017: 2010: 2011: 2012: Munchi (DJ) Rajiv Münch (born July 29, 1989), better known by his stage name Munchi, is a Dutch producer","Robert Weston Smith, aka Rob Zombie",I do not know.
From which country does the wine Tokay come?,Maďarsko; Magyarorszag; Ungarn; Magyar Köztársaság; Hungarian Republic; Hungarian Republic of 1989; Hongarije; Hungery; Architecture of Hungary; Magyar Koeztarsasag; Magyarország; Austrian Empire (Hungary); HUNGARY; Hungría; Hungray; ISO 3166-1:HU; Hongrie; HUngary; Republic of Hungary; Ungheria; Magyar Koztarsasag; Hungary; Hungarian holidays,"16th century. It was planted in Kientzheim under the name ""Tokay"", taken from Hungary’s most famous wine Tokaji, which does not use Pinot gris, but rather Furmint and Hárslevelű mainly. For a long time, the Alsatian wines produced from this variety were labelled Tokay d'Alsace. However, in 1993, an agreement was reached between Hungary and the European Union (of which Hungary was not yet a member) to phase out the name Tokay from non-Hungarian wine. In the case of Alsace, the name Tokay Pinot gris was used as an intermediate step, with the ""Tokay"" part eliminated in 2007. The geography",Hungary,Hungary.
Which chemical element does ‘Li’ represent in the Periodic Table?,Uthium; Lithium; Litium; 1S2 2S; Lithium metal; LithoTab; Element 3; Atomic number 3; Lithium compounds; Li (element),"Period 2 element A period 2 element is one of the chemical elements in the second row (or period) of the periodic table of the chemical elements. The periodic table is laid out in rows to illustrate recurring (periodic) trends in the chemical behavior of the elements as their atomic number increases; a new row is started when chemical behavior begins to repeat, creating columns of elements with similar properties. The second period contains the elements lithium, beryllium, boron, carbon, nitrogen, oxygen, fluorine, and neon. This situation can be explained by modern theories of atomic structure. In a quantum mechanical",Lithium,Lithium.
"A traditional weapon of the Sicilian mafia, what is a lupara?",Deer shotgun; 12-gauge shotgun; Single-shot shotguns; Stinger round; Shotguns; Frag-12; 12-gauge; Fowling piece; Bolo Shell; Breaching Shotgun; Shotguns by manufacturer; Shotgun; Scattergun; Breaching shotgun; Bolo shell; Peppergun; 12 gauge shotguns; Scatter-rifle; Fowling-piece; Choke tube; Ten-gauge shotgun; Bolo Round; Bolt-action shotguns; Winchester shotguns; Shotguns by type; 12 gauge shotgun; Revolver shotguns,"Lupara Lupara is an Italian word used to refer to a sawn-off shotgun of the break-open type. It is traditionally associated with La Cosa Nostra, the Italian organized crime group dominant in Sicily for their use of it in vendettas, defence —such as its use against Mussolini's army when he decided to break up the Sicilian mafioso network—and hunting. The shortened barrel (or barrels) of a lupara lend themselves to easier handling in wooded areas, or to easier concealment and indoor employment in urban areas. The absence of choke and the shortened barrel contribute to a wider spread of shot",Lupara: Sicilian sawed-off shotgun.,A sawn-off shotgun.
"What was the middle name of Mark Chapman, John Lennon’s killer?",Dávid (name); Dawidh; David (name); Yeshay; David's throne; Daevid; Da'oud; Yeshai; DAVID; Davidh; David (given name); Davut; David (surname); Dawood (name); Musical Instruments of King David; Dafydd; Dovid; Da'ud; Dawud (name),"words said by Chapman that evening. After being asked, ""Do you know what you've done?"" Chapman calmly replied, ""Yes, I just shot John Lennon"". The Cranberries performed the song live on ""Late Night with David Letterman"" in 1995. Another live-session of the song is available on their single ""Salvation"". I Just Shot John Lennon ""I Just Shot John Lennon"" is a song from The Cranberries' album ""To the Faithful Departed"". It is a narrative of the events of the night of December 8, 1980, the night that musician John Lennon was murdered by Mark David Chapman in front of The",Mark David Chapman,I do not know.
"What was the name of the airship that burst into flames at Lakenhurst Naval Station, New Jersey in 1937?",Hindenburg (disambiguation); Hindenburg; Hindenberg; Hindenburgh,"the operation was almost profitable. In the mid-1930s work started to build an airship designed specifically to operate a passenger service across the Atlantic. The ""Hindenburg"" (LZ 129) completed a successful 1936 season, carrying passengers between Lakehurst, New Jersey and Germany. 1937 started with the most spectacular and widely remembered airship accident. Approaching the Lakehurst mooring mast minutes before landing on 6 May 1937, the ""Hindenburg"" burst into flames and crashed. Of the 97 people aboard, 36 died: 13 passengers, 22 aircrew, and one American ground-crewman. The disaster happened before a large crowd, was filmed and a radio news reporter",USS Akron,The Hindenburg.
Who painted 'The Laughing Cavalier' in 1624?,Frans Hals; Franz Hals,"The Laughing Cavalier (novel) The Laughing Cavalier is a 1913 adventure novel by Baroness Orczy, which revolves around Percy Blake, a foreign adventurer and ancestor of Orczy's famous character, the Scarlet Pimpernel. The story takes place in Holland in 1623/1624 and is partly inspired by Frans Hals' painting ""The Laughing Cavalier"": in the novel, Blake is Frans Hals' adopted son and the man who poses for the painting of the Laughing Cavalier. The sequel to this book, continuing the story of Percy Blake, is ""The First Sir Percy"". In March 1623, the Dutch nobleman Willem van Oldenbarnevelt, Lord of Stoutenburg,",Federico Zuccaro,Frans Hals.
"The title First Level Nurse replaced Registered General Nurse, which replaced what?",State registered nurse; Ward sister; British Nurses' Association; Nursing in the united kingdom; State Registered Nurse; Royal British Nurses Association; SRN; Registered General Nurse; Nursing in the UK; Nursing uk; Nursing (United Kingdom); Nursing in the United Kingdom; Registered general nurse; Auxiliary nurse,"the divide between level one and two nurses is diminishing due to the small number of SENs still in practice. The demise of the SEN is lamented by many who saw it as a balanced way to staff a ward. However, the divide also meant that potentially, the gap in clinical excellence could be too wide. In many areas, ENs and SENs are being replaced with lesser qualified healthcare assistants educated to S/NVQ Level 3 or 4, being awarded titles such as Senior Healthcare Assistant, Senior Auxiliary Nurse, Senior Clinical Support Worker, Care Team Leader or Senior Care Assistant. Although",State Registered Nurse,Registered General Nurse.
"Ayatollah Khomeini pronounced a death sentence in 1989 on Salman Rushdie as a result of what book, published the previous year?",Gharaniq; Lapse of muhammad; Lapse of mohammad; Gharaniq incident; Lapse of mohammed; Satanic Verses; 'THE SATANIC VERSES'; Satanic verses,"Some commentators have concluded that the character ""Bilal X"" in Rushdie's book is a caricature of Yusuf Islam. The fictional character Bilal X, a successful African-American former pop singer who has converted to Islam, is portrayed by Rushdie as the ""favoured lieutenant"" of ""the Imam"", a character based on the Shia Ayatollah Ruhollah Khomeini. Bilal X's ""well-nourished, highly trained"" voice serves as ""a weapon of the West turned against its makers."" Cat Stevens' comments about Salman Rushdie Following Ayatollah Khomeini's 14 February 1989 death fatwa against author Salman Rushdie, after the publication of Rushdie's novel ""The Satanic Verses"", Yusuf Islam,","""Satanic Verses""","""The Satanic Verses""."
What Pope took office on 21 June 1963?,Pope paul vi; Paul VI of Rome; Giovanni Battista Montini Paul VI; Paul VI; Paulus VI; Giovanni Montini; Pope Paul VI; 262nd pope; Giovanni Battista Enrico Antonio Maria Montini; Giovanni Battista Montini; Paolo VI; Giovanni Battista Cardinal Montini; Pope Paulus VI,"1963 Papal conclave The papal conclave of 1963 was convoked following the death of Pope John XXIII on 3 June that year in the Apostolic Palace. After the cardinal electors assembled in Rome, the conclave to elect John's successor began on 19 June and ended two days later, on 21 June, after six ballots. The cardinals elected Giovanni Battista Montini, Archbishop of Milan. He accepted the election and took the name ""Paul VI"". John XXIII's death left the future of the Second Vatican Council in the balance, as the election of an anti-Council pope could have severely curbed the Council's",Paul VI,Paul VI.
"""The """"Ampere"""" is the SI Unit of what?""",Amperage; Conduction current; Electric Current; Dynamic electricity; Conventional current; Electric conduction; Current electricity; Electrical conduction in gases; Current (electricity); Conventional current flow; Ion flow; Electric current; Current (electric); Electrical Current; Electron current; Electric currents; Electric current intensity; Current (electrical); Electrical current,"Ampere The ampere (; symbol: A), often shortened to ""amp"", is the base unit of electric current in the International System of Units (SI). It is named after André-Marie Ampère (1775–1836), French mathematician and physicist, considered the father of electrodynamics. The International System of Units defines the ampere in terms of other base units by measuring the electromagnetic force between electrical conductors carrying electric current. The earlier CGS measurement system had two different definitions of current, one essentially the same as the SI's and the other using electric charge as the base unit, with the unit of charge defined by",Electric current.,Electric current.
Which Swiss cheese was named after a valley near the city of Berne?,Emmenthal (disambiguation); EMMENTHAL; Emmenthal,"were inscribed as 1 ""Vierer"". Berne thaler The ""Thaler"" was the currency of the Swiss canton of Bern until 1798. It was subdivided into 40 ""Batzen"", each of 4 ""Kreuzer"". It was replaced by the Frank of the Helvetian Republic in 1798. This was, in turn, replaced by the Berne Frank in the canton of Bern, and by the Vaud franc in the canton of Vaud. In the late 18th century, billon coins were issued in denominations of and 1 Kreuzer, and 1 Batzen, together with silver 10 and 20 Kreuzer, , and 1 Thaler, and gold , 1 and",Emmental,I do not know.
What name is shared by the chairs of the UK House of Commons and the US House of Representatives?,Speaker (disambiguation); Speakers; Speaker,"the lower House as the ""House of Commons"" before the Revolution as well as afterward."" Speaker of the North Carolina House of Representatives The Speaker of the North Carolina House of Representatives is the presiding officer of one of the houses of the North Carolina General Assembly. The Speaker is elected by the members of the house when they convene for their regular session in January of each odd-numbered year. Perhaps the most important duty of the Speaker is to appoint members and chairs of the various standing committees of the House. The office evolved from the office of Speaker",Buckingham,"""Speaker"""
"While recovering from wounds received in World War I, Dewitt Wallace had the idea to gather a sampling of articles from various publications; this resulted in the birth of what popular magazine?","Reader’s Digest; Readers Digest; Reader's Digest Large Type; Selecciones; Reader's digest; Selecciones del Reader's Digest; The Reader’s Digest; Reader's Digest; Readers digest; The Reader's Digest; Readers' Digest; Reader's Digest New Zealand; Readers Digest Associates, Inc.","he was recovering from shrapnel wounds received in World War I. Wallace had the idea to gather a sampling of favorite articles on many subjects from various monthly magazines, sometimes condensing and rewriting them, and to combine them into one magazine. Since its inception, ""Reader's Digest"" has maintained a conservative and anti-Communist perspective on political and social issues. The Wallaces initially hoped the journal could provide $5,000 of net income. Mr. Wallace’s assessment of what the potential mass-market audience wanted to read led to rapid growth. By 1929, the magazine had 290,000 subscribers and had a gross income of $900,000",Reader's Digest,Reader's Digest.
What product do the company Farrow and Ball make?,Paintworks; PAINT; Self-leveling paint; Paint; Painted; Paints; Paintwork; Emulsion paint; Paints and coatings; Open time prolonger; Paint film; Paint chips; Chrome paint; Self-levelling paint; Paint chip,"wallpaper patterns made using traditional block, trough and roller methods and made using Farrow & Ball paint. Since 2014, the company has been owned by Ares Private Equity. The company has 63 showrooms across the UK, US, Canada & Europe as well as a global network of stockists carrying both paint and wallpaper. Farrow & Ball has produced three books; Paint and Colour in Decoration, The Art of Colour and Living With Colour Friedman, Joseph. ""Paint and Color in Decoration."" Rizzoli New York: 2003. . Farrow & Ball Farrow & Ball are a British manufacturer of paints and wallpapers largely",Paints and wallpapers.,Paints and wallpapers.
"""What is the setting for the 1993 film """"Alive"""", which stars Ethan Hawke, Vincent Spano and Josh Hamiltonset and is narrated by John Malkovich?""",The Andes; Northern Andes; Andean mountains; Andean; Geology of the Andes; Andean orogeny; Andes Range; South american andes; Andean highland; High Andes; Andes; Andes mountains; The Andes Mountains; Andes Mountain; The andes; Andes range; Andes Mountains; South American Andes; The Andes Mountain; Andes of Peru; Andean Mountain System,"Alive (1993 film) Alive is a 1993 American biographical survival drama film based on Piers Paul Read's 1974 book """", which details a Uruguayan rugby team's crash aboard Uruguayan Air Force Flight 571 into the Andes mountains on Friday, October 13, 1972. Filmed on location in the Purcell Mountains in British Columbia, the film was directed by Frank Marshall, written by John Patrick Shanley, and narrated by John Malkovich. It features an ensemble cast including Ethan Hawke, Josh Hamilton, Vincent Spano, Bruce Ramsay, John Haymes Newton, Illeana Douglas, and Danny Nucci. One of the survivors, Nando Parrado (portrayed by Hawke",Uruguayan Air Force plane crash.,The film was filmed in the Purcell Mountains in British Columbia.
