question_id,question,reference,context,our_answer_wo_context,our_answer_w_context
5ae1e2765542997f29b3c162,Evan Williams played for what professional football club that was originally known as St. Luke's FC?,Wolverhampton Wanderers Football Club,"Wolverhampton Wanderers Football Club (commonly referred to as Wolves) is a professional association football club based in the city of Wolverhampton, West Midlands. The club was originally known as St. Luke's FC and was founded in 1877 and since 1889 has played at Molineux. They compete in the Championship, the second highest tier of English football, having been promoted from League One in 2014 after a solitary season at that level.
Evan Samuel Williams (born 15 July 1943) is a Scottish former football goalkeeper, who played for Third Lanark, Wolves, Aston Villa, Celtic, Clyde and Stranraer. Williams also managed Vale of Leven.",I couldn't find any information about Evan Williams playing for a football club,Wolverhampton Wanderers.
5ae6828f5542996d980e7bb9,Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of who?,Thomas Mawson,"Stanley Park is a public park in the town of Blackpool on the Fylde coast in Lancashire, England. It is the town's primary park and covers an area of approximately 104 ha . The park was designed to include significant sporting provisions, along with formal gardens, a boating lake and woodland area. It was designed and built in the 1920s, under the eye of Thomas Mawson.
Salisbury Woodland Gardens is an open space located in the east of Blackpool, flanked by East Park Drive and Woodside Drive and linking Blackpool Zoo with Stanley Park. Known simply as the 'Woodland Gardens' to local people, the site was acquired in 1924 by Blackpool Corporation and was originally developed as a shelter belt for the adjacent Stanley Park Golf Course. The gardens were later developed in the 1940s as an arboretum and public open space for all to enjoy. It was renovated in 1967 by Peter Perry and his 'Flying Squad (see below). Popular once as a wedding photograph location, the site went into decline during the 1990s. The Council's Ranger Service manage and protect the gardens which they took over in September 2006 and have been funding and undertaking the restoration of the woodland.",Lord Blandford,Thomas Mawson.
5ac4f33355429924173fb507,where is the Vanderbilt mansion which Ochre Point–Cliffs Historic District is its home located ,Ochre Point Avenue,"The Ochre Point–Cliffs Historic District is a historic district in Newport, Rhode Island. The district includes a significant subset of the Bellevue Avenue Historic District, a National Historic Landmark District, including all of the major Gilded Age mansions on the waterfront facing Easton Bay between Memorial Boulevard and Marine Avenue. The district is home to famous mansions such as the William Watts Sherman House and The Breakers, one of the largest houses in the area built by the Vanderbilt Family. The district was added to the National Register of Historic Places in 1975.
The Breakers is a Vanderbilt mansion located on Ochre Point Avenue, Newport, Rhode Island, United States on the Atlantic Ocean. The building became a National Historic Landmark in 1994, and is a contributing property to the Bellevue Avenue Historic District. It is owned and operated by the Preservation Society of Newport County and is open for visitation on a year-round basis.",Ochre Point–Cliffs Historic District is home to The B,"Ochre Point Avenue, Newport, Rhode Island."
5ab67f4c55429953192ad2d9,What sport does 200-foot game and Jonathan Toews have in common?,ice hockey,"A 200-foot game is an expression used in ice hockey to describe a forward's ability to have strong play at both ends of an ice rink, which is standardized at 200 feet long. Players who can play a 200-foot game are contrasted with players who score a lot of points by avoiding hard forechecking or backchecking, cherry picking their plays perhaps for breakaways, and avoiding fighting for the puck in the corners of the rink, such as Pavel Bure or Brett Hull. Playing a 200-foot game means fighting for each part of the ice, fighting for control of the puck whether it's in one's possession or not, and engaging using your body in traffic. Some examples of players who play or played a 200-foot game include Sidney Crosby, Mike Richards, Marian Hossa, Jonathan Toews, Pavel Datsyuk, Auston Matthews, and Gordie Howe.
Jonathan Bryan Toews, {'1': "", '2': "", '3': "", '4': ""} ( ; born April 29, 1988) is a Canadian professional ice hockey centre who currently serves as captain of the Chicago Blackhawks of the National Hockey League (NHL).",Hockey.,Ice hockey.
5a77ace855429967ab105223,What entity with the capital city of Ciudad Victoria is a home to the northern grasshopper mouse?,Tamaulipas,"Tamaulipas (] ), officially the Free and Sovereign State of Tamaulipas (Spanish: ""Estado Libre y Soberano de Tamaulipas"" ), is one of the 31 states which, with Mexico City, comprise the 32 Federal Entities of Mexico. It is divided into 43 municipalities and its capital city is Ciudad Victoria. The capital city was named after Guadalupe Victoria, the first President of Mexico.
The northern grasshopper mouse (""Onychomys leucogaster"") is a North American carnivorous rodent of the family Cricetidae. It ranges over much of the western part of the continent, from central Saskatchewan and central Washington to Tamaulipas in northeast Mexico.",Tamaulipas,The State of Tamaulipas.
5a7f53445542992097ad2f15,Which star of A Family Affair was born in September of 1948?,Samuel Hui,"Samuel Hui Kwun-kit (born 6 September 1948), usually known as Sam Hui, is a Hong Kong musician, singer, songwriter and actor. He is credited with popularising Cantopop both via the infusion of Western-style music and his usage of vernacular Cantonese rather than written vernacular Chinese in biting lyrics that addressed contemporary problems and concerns. Hui is considered by some to be the first major superstar of Cantopop, known as the God of Song.
A Family Affair is a 1984 Hong Kong comedy-drama film directed by and starring Dean Shek, and co-starring Samuel Hui, Jenny Tseng, Olivia Cheng and Melvin Wong.",Brian Keith,Sam Hui.
5a83c2e25542996488c2e4bc,The 2014 Baylor Bears football games were played at the stadium whose name was changed during what month?,December 2013,"The 2014 Baylor Bears football team represented Baylor University in the 2014 NCAA Division I FBS football season. The Bears were coached by Art Briles. Playing their 116th football season, this was the team's first in the new McLane Stadium in Waco, Texas. The Bears were members of the Big 12 Conference. They finished the season 11–2, 8–1 in Big 12 play to win a share of the Big 12 title with TCU. They were invited to the Cotton Bowl Classic where they lost to Michigan State.
McLane Stadium is an American football stadium in Waco, Texas. It is owned and operated by Baylor University. Originally named ""Baylor Stadium"", the name was changed to McLane Stadium in December 2013 to honor alumnus and business magnate Drayton McLane, Jr., who provided the lead gift for the stadium construction. Baylor's first game at McLane was played August 31, 2014, with the Bears defeating SMU 45–0. The stadium has a capacity of 45,140 spectators and is expandable to 55,000. McLane Stadium replaced Floyd Casey Stadium as the home field for the Baylor Bears football program.",McLane Stadium,December.
5a77d5e655429967ab1052cc,Which one of Magna Publishing Group's tiles is a spinoff of the UK's Club International?,Club,"Magna Publishing Group, or Magna Publishing Group, Inc., is a publishing company headquartered in Paramus, New Jersey. Founded in 1975, the company publishes a number of magazine titles and is one of the largest publishers of pornographic magazines in the United States with titles such as Club, Swank, Genesis, Gallery, Gent, as well as ""nearly 60 total adult titles"". The Company has only 1 to 10 employees. On December 22, 2015 Magna Publishing Group was purchased by 1-800-PHONESEX for an undisclosed amount.
Club is a monthly American pornographic magazine which is a spin-off publication of the United Kingdom's ""Club International"". ""Club"" features sexually oriented articles, video reviews, and pictorials that include hardcore pornography, masturbation, dildo usage, and lesbianism.",Club International,"""Club International"""
5ac11139554299294b219083,Creed features the boxer who held what WBC title from 2016 to 2017?,cruiserweight,"Creed is a 2015 American sports drama film directed by Ryan Coogler and written by Coogler and Aaron Covington. A spin-off and sequel to the ""Rocky"" film series, the film stars Michael B. Jordan as Adonis Johnson Creed, Apollo Creed's son, with Sylvester Stallone reprising the role of Rocky Balboa. It also features Tessa Thompson, Phylicia Rashād, Tony Bellew and Graham McTavish. The film reunites Jordan with ""Fruitvale Station"" writer/director Coogler, as well as Wood Harris, with whom Jordan had worked on ""The Wire"".
Anthony Bellew (born 30 November 1982) is a British professional boxer. He held the WBC cruiserweight title from 2016 to 2017, and previously the British and Commonwealth light-heavyweight titles between 2010 and 2014, and the European cruiserweight title from 2015 to 2016. As an amateur, Bellew is a three-time ABA heavyweight champion. He made his acting debut with a supporting role in the 2015 sports drama and ""Rocky"" franchise spin-off, ""Creed"".",Deontay Wilder,WBC cruiserweight title.
5a8c622a554299240d9c2142,The Birthday of the World: and Other Stories was written by what fantasy and sci-fi author?,Ursula Kroeber Le Guin,"Ursula Kroeber Le Guin ( ; born October 21, 1929) is an American author of novels, children's books, and short stories, mainly in the genres of fantasy and science fiction. She has also written poetry and essays. First published in the 1960s, her work has often depicted futuristic or imaginary alternative worlds in politics, the natural environment, gender, religion, sexuality and ethnography. In 2016, ""The New York Times"" described her as ""America's greatest living science fiction writer"", although she has said she would prefer to be known as an ""American novelist"".
The Birthday of the World: and Other Stories is a collection of short fiction by American writer Ursula K. Le Guin, first published in March, 2002 by HarperCollins. All of the stories, except ""Paradises Lost"", were previously published individually elsewhere.",Ursula K. Le Guin,Ursula K. Le Guin.
5ae2b770554299495565db0f,"In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held? ",March and April,"The London International Documentary Festival (or LIDF) is an annual documentary film festival that takes place in the months of March and April every year. The event is presented in association with the London Review of Books.
The London Review of Books (LRB) is a British journal of literary essays. It is published fortnightly.",I couldn't find any information about a specific documentary film festival presented by,March and April.
5a7effeb5542994959419aa0,Which crop first domesticated in Mexico has its price regulated by a Mexican parastatal created in 1962?,Maize,"The National Company of Popular Subsistences (Spanish: Compañía Nacional de Subsistencias Populares, CONASUPO) was a Mexican parastatal in charge of developing actions related with the system of supply and the Mexican alimentary security. It was created in 1962 with the intention of guaranteeing the purchase and regulation of prices in products of the basic diet, particularly the corn.
Maize ( ; ""Zea mays"" subsp. ""mays"", from Spanish: ""maíz"" after Taíno ""mahiz""), also known as corn, is a large grain plant first domesticated by indigenous peoples in southern Mexico about 10,000 years ago. The leafy stalk of the plant produces separate pollen and ovuliferous inflorescences or ears, which are fruits, yielding kernels or seeds.",Cacao,Maize.
5ab3b50055429969a97a818c,On which river is the shipyard established by Andrew Sprowle ?,the Elizabeth River,"The Norfolk Naval Shipyard, often called the Norfolk Navy Yard and abbreviated as NNSY, is a U.S. Navy facility in Portsmouth, Virginia, for building, remodeling, and repairing the Navy's ships. It is the oldest and largest industrial facility that belongs to the U.S. Navy as well as the most multifaceted. Located on the Elizabeth River, the yard is just a short distance upriver from its mouth at Hampton Roads.
Andrew Sprowle (c. 1714 – 1776) was a merchant, British naval agent, and landowner in Portsmouth, Virginia, best known for establishing the Gosport Navy Yard, which is currently known as Norfolk Naval Shipyard. Sprowle emigrated from Scotland to what is currently the Commonwealth of Virginia in the mid-18th century, where he lived until his death in 1776.",I couldn't find any information about a shipyard established by Andrew Sp,Elizabeth River.
5ab99a215542996be202056a,"The castle where ""Spook Squad"" was filmed is in what part of Scotland?","Aberdeenshire, Scotland","Spook Squad is a British children's television gameshow created by BBC Scotland. It ran on CBBC's section BBC1 and BBC2 from 6 January 2004, to 30 March 2004. The gameshow featured three children contestants entering a haunted castle in Scotland to assist Professor MacAbre in hunting ghosts before they reach their ""death day"" and gain superpowers. The show was filmed in Fyvie Castle.
Fyvie Castle is a castle in the village of Fyvie, near Turriff in Aberdeenshire, Scotland.","I couldn't find any information about a TV show called ""Spook",Aberdeenshire.
5a8b7d925542995d1e6f13bd,"""Horrible Bosses"" is written by a writer in which career?",comedy,"Michael Markowitz (born August 15, 1961) is a writer, producer, and actor who began his comedy career in The Mee-Ow Show, an improv group at Northwestern University. Some projects he has worked on include ""Duckman"", ""Becker"", and the films ""Horrible Bosses"", ""Horrible Bosses 2"" and ""Boob Job"". He has collaborated several times in the past with Jason Alexander. As an actor, he appeared in the films ""The Flamingo Kid"" and ""Last Resort"", and the TV shows ""Becker"" and ""World Cup Comedy"".
Horrible Bosses is a 2011 American black comedy film directed by Seth Gordon, written by Michael Markowitz, John Francis Daley and Jonathan Goldstein, based on a story by Markowitz. It stars Jason Bateman, Charlie Day, Jason Sudeikis, Jennifer Aniston, Colin Farrell, Kevin Spacey and Jamie Foxx. The plot follows three friends, played by Bateman, Day and Sudeikis, who decide to murder their respective overbearing, abusive bosses, portrayed by Spacey, Aniston and Farrell.",Michael Markowitz,Writer of comedy.
5a8484495542997175ce1ee8,Jamie Campbell Bower was a cast member of the TNT show that was canceled after how many seasons?,one,"Will is an American drama television series about the (fictional) life of William Shakespeare in his early 20s. The series was ordered for a first season containing 10 episodes, on May 18, 2016, and premiered on TNT on July 10, 2017. It was originally ordered to series at Pivot in 2013, but was never broadcast. The series premiered at 9:00pm EST, but after four weeks, was moved to 11:00pm. On September 5, 2017, ""Will"" was canceled after one season by TNT.
James Metcalfe Campbell Bower (born 22 November 1988) is an English actor, singer, and model. He is best known for his roles as Anthony Hope in """", Caius in ""The Twilight Saga"", King Arthur in the Starz series ""Camelot"", the young Gellert Grindelwald in ""Harry Potter and the Deathly Hallows – Part 1"", and Jace Wayland in """". As of 2017, he portrays Elizabethan playwright Kit Marlowe in the TNT series ""Will"".",Penny Dreadful,One season.
5ab6be2f55429954757d335c,Zakk Wylde and Damon Albarn are both what?,"singer, songwriter, and multi-instrumentalist","Zakk Wylde (born Jeffrey Phillip Wielandt on January 14, 1967) is an American musician, singer, songwriter, multi-instrumentalist and occasional actor who is best known as the guitarist for Ozzy Osbourne, and founder of the heavy metal band Black Label Society. His signature bulls-eye design appears on many of his guitars and is widely recognized. He was the lead guitarist and vocalist in Pride & Glory, who released one self-titled album in 1994 before disbanding. As a solo artist he released ""Book of Shadows"" and ""Book of Shadows II"".
Damon Albarn, OBE ( ; born 23 March 1968) is an English singer, songwriter, and multi-instrumentalist. He is the lead singer of the British rock band Blur and co-founder, vocalist, instrumentalist, and principal songwriter of the virtual band Gorillaz. Albarn is also part of two supergroups, one usually known as The Good, the Bad & the Queen, although it is stated that they are officially unnamed, and another named Rocket Juice & the Moon.",Lead guitarists,Musicians
5a8315c055429966c78a6b2d,"Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston Astros?",Michael Bruce Fiers,"The Nova Southeastern Sharks baseball program represents Nova Southeastern University in the National Collegiate Athletic Association's NCAA Division II level. The Sharks have a very short history, having less than thirty years of play under their belt; however, the sharks have won the Division II championship in 2016, as well as producing several MLB stars, such as J. D. Martinez of the Arizona Diamondbacks, and Mike Fiers of the Houston Astros. They are coached by Greg Brown.
Michael Bruce Fiers (born June 15, 1985) is an American professional baseball pitcher for the Houston Astros of Major League Baseball (MLB). He has also played in MLB for the Milwaukee Brewers. Fiers pitched a no-hitter on August 21, 2015.",I couldn't find any information about a player who played for Nova Southeast,Mike Fiers.
5ade24e35542992fa25da6e6,Mamie Gummer played the role of Nancy Crozier on the TV series airing on what network?,CBS,"The Good Wife is an American legal and political drama television series that aired on CBS from September 22, 2009, to May 8, 2016. The series focuses on Alicia Florrick, the wife of the Cook County State's Attorney, who returns to her career in law after the events of a public sex and political corruption scandal involving her husband. The series, created by Robert and Michelle King, stars Julianna Margulies, Josh Charles, Christine Baranski, Matt Czuchry, Archie Panjabi, and Alan Cumming, and features Chris Noth in a recurring role. The executive producers are Ridley Scott, Charles McDougall, and David W. Zucker. ""The Good Wife"" is a heavily serialized show featuring several story arcs that carry over several episodes, as well as stand-alone procedural storylines that are concluded by the end of each episode. The serial plots have been especially showcased in its highly praised fifth season. This is a rarity among ""The Good Wife""' s broadcaster CBS, as most of its shows are procedural.
Mary Willa ""Mamie"" Gummer (born August 3, 1983) is an American actress. She starred in the title role of The CW series ""Emily Owens, M.D."" (2012–13), and played the recurring role of Nancy Crozier on ""The Good Wife"" (2010–15). She has also appeared in the films ""Evening"" (2007), ""Side Effects"" (2013), ""Cake"" (2014), and ""Ricki and the Flash"" (2015). She was nominated for the 2016 Drama Desk Award for Outstanding Actress in a Play for the original production of ""Ugly Lies the Bone"".",The Good Wife,The CW
5abc9fb055429959677d6ac9,What is the nationality of the dancer who partnered Tom Chambers in the sixth season of Strictly Come Dancing ?,Danish,"Camilla Sacre-Dallerup (born 6 April 1974) is a Danish ballroom dancer, life coach and author.
Thomas Stuart ""Tom"" Chambers (born 22 May 1977) is an English actor, known for his role as Sam Strachan in the BBC medical dramas ""Holby City"" and ""Casualty"" and as Max Tyler in BBC drama series ""Waterloo Road"". He also won the sixth season of ""Strictly Come Dancing"" with his partner Camilla Dallerup.",I don't have that information.,Camilla Sacre-Dallerup.
5ab92e3c554299753720f777,Was High Times or National Geographic published first?,National Geographic,"High Times is a New York-based monthly magazine founded in 1974 by Tom Forçade. The publication advocates the legalization of cannabis. The magazine has been involved in the marijuana-using counterculture since its inception.
National Geographic, formerly the National Geographic Magazine, is the official magazine of the National Geographic Society. It has been published continuously since its first issue in 1888, nine months after the Society itself was founded. It primarily contains articles about science, geography, history, and world culture. The magazine is known for its thick square-bound glossy format with a yellow rectangular border and its extensive use of dramatic photographs. Controlling interest in the magazine has been held by 21st Century Fox since 2015.",National Geographic (1888),National Geographic.
5ab96d405542996be20204de,Who owns and operates the location where ROH 13th Anniversary Show took place?,Boyd Gaming,"The Orleans is a hotel and casino located in Paradise, Nevada. It is owned and operated by Boyd Gaming. It includes the large multipurpose Orleans Arena that can be converted into an ice rink. It is a major home for poker in the Las Vegas Valley and was one of the biggest poker rooms in Las Vegas prior to the 21st century poker boom. .
The 13th Anniversary Show was a professional wrestling event produced by Ring of Honor (ROH), which took place on March 1, 2015 at The Orleans, a hotel and casino in the Las Vegas-area community of Paradise, Nevada. This event was the third live pay-per-view for ROH.",I do not have information on the location of the ROH 13,Boyd Gaming.
5a7ae38c5542992d025e6721,"Who was older when they died, Teinosuke Kinugasa or Don O. Newland",Teinosuke Kinugasa,"Don Oliver Newland (1896–1951) was an American film director and producer whose career consisted largely of itinerant work. From the 1920s until his death, he traveled to cities throughout the United States making films that employed local citizens as stars and extras. Using a standard script, Newland personalized each film according to its location – ""Belvidere's Hero"", ""Staunton's Hero"", ""Janesville's Hero"", ""Huntingdon's Hero"", ""Tyrone's Hero"", ""Wilmington's Hero"", and so on.
Teinosuke Kinugasa (衣笠 貞之助 , Kinugasa Teinosuke ) (1 January 1896 – 26 February 1982) was a Japanese actor and film director. He was born in Kameyama, Mie Prefecture and died in Kyoto. Kinugasa won the 1954 Palme d'or at Cannes for ""Jigokumon"" (""The Gate of Hell"").",I couldn't find any information on Teinosuke Kinugasa or,Don O. Newland died at 55.
5a89dfcc55429946c8d6e9f0,"Are Cryptanthus and Gagea, both a genus?",yes,"Cryptanthus is a genus in the botanical family Bromeliaceae, subfamily Bromelioideae. The genus name is from the Greek “cryptos” (hidden) and “anthos” (flower). This genus has two recognized subgenera: the type subgenus and ""Hoplocryptanthus"" . All species of this genus are endemic to Brazil. The common name for any ""Cryptanthus"" is ""Earth Star"".
Gagea is a large genus of spring flowers in the lily family. It is found primarily in Eurasia with a few species extending into North Africa and North America.","1. Cryptanthus - Yes, genus.
2. Gage","Yes, both are genera."
5a7e37095542995ed0d166d5,"Which film director is younger, Robert Z. Leonard or Sinclair Hill?",Sinclair Hill,"Robert Zigler Leonard (October 7, 1889 – August 27, 1968) was an American film director, actor, producer, and screenwriter.
Sinclair Hill (1894–1945) was a British film director, producer and screenwriter. He directed nearly fifty films between 1920 and 1939. He was born as George Sinclair-Hill in London in 1894. He was awarded an O.B.E for his services to film.",I couldn't find any information on a film director named Sinclair Hill.,Robert Zigler Leonard.
5ab48ec25542991779162cdc,What was the English football club Tottenham Hotspur  that Leonard Francis played for commonly referred to as ?,Spurs,"Tottenham Hotspur Football Club, commonly referred to simply as Tottenham ( ) or Spurs, is an English football club located in Tottenham, Haringey, London, that competes in the Premier League. The club's home for the 2017–18 season will be Wembley Stadium, as their former home of White Hart Lane is being dismantled to make way for a completely new rebuilt stadium on the same site. Their newly developed training ground is in Bulls Cross on the northern borders of the London Borough of Enfield.
Leonard Francis ""Len"" Worley (born 26 June 1937) is a former amateur footballer who played for Wycombe Wanderers, Charlton Athletic, Tottenham Hotspur, Chesham United, Wealdstone, Slough Town, Hayes and represented England at amateur level on seven occasions.",Spurs,Tottenham (or Spurs)
5a80ecea55429938b6142254,My Secret Hotel is a television series starring a South Korean DJ who rose to fame as the lead actress in what?,Queen In-hyun's Man,"Yoo In-na (born June 5, 1982) is a South Korean actress and DJ. After supporting roles in ""High Kick! Through the Roof"" (2009-2010) and ""Secret Garden"" (2010), she rose to fame as the lead actress in ""Queen In-hyun's Man"" (2012), which led to a supporting role in the hit fantasy-romance drama ""My Love from the Star"" (2013-2014). She is also the DJ of the highly rated radio program ""Let's Crank Up the Volume"". Most recently, she starred in the hit fantasy drama """" (2016-2017), one of the highest rated cable television series in South Korea.
My Secret Hotel () is a 2014 South Korean mystery-romantic comedy television series starring Yoo In-na, Jin Yi-han, Namkoong Min and Lee Young-eun. It aired on tvN from August 18 to October 14, 2014 on Mondays and Tuesdays at 23:00 for 16 episodes.",I couldn't find any information about a South Korean DJ starring in a,"""Queen In-hyun's Man"""
5ab9374b554299131ca422c6,"Which man who presented the Australia 2022 FIFA World Cup bid was born on October 22, 1930?",Frank Lowy,"Sir Frank P. Lowy, {'1': "", '2': "", '3': "", '4': ""} (born 22 October 1930) is an Australian-Israeli businessman and Chairman of Westfield Corporation, a global shopping centre company with US$29.3 billion of assets under management in the United States, United Kingdom and Europe. He is a former Chairman of Scentre Group, the owner and manager of Westfield-branded shopping centres in Australia and New Zealand.
Australia submitted an unsuccessful bid for the 2022 FIFA World Cup. On 2 December 2010 FIFA announced that the event would be held in Qatar. Australia also lodged a bid for the 2018 World Cup, but withdrew the bid on 10 June 2010. The 2018 and 2022 World Cups will be the 21st and 22nd editions of the FIFA World Cup. The bidding procedure to host both the 2018 and 2022 FIFA World Cup began in January 2009, and national associations had until 2 February 2009 to register their interest. The bid was presented by Frank Lowy, Ben Buckley, Quentin Bryce and Elle Macpherson. However, due to controversies of Qatar hosting, Australia's bid is possible if FIFA decides to strip Qatar's 2022 hosting rights.",Kevin Keegan,Sir Frank P. Lowy.
5abe3e545542993f32c2a0c7,Muslim Mahammad oglu Magomayev is the grandfther of what Soviet Azerbaijani singer who was dubbed the King of Songs?,Muslim Magometovich Magomayev,"Muslim Mahammad oglu Magomayev (Azerbaijani: ""Müslüm Maqomayev"" ) (18 September 1885 in Grozny – 28 July 1937 in Nalchik) was an Azerbaijani and Soviet composer and conductor. He is the grandfather and a namesake of Azerbaijani opera singer Muslim Magomayev.
Muslim Magometovich Magomayev (Azerbaijani: ""Müslüm Məhəmməd oğlu Maqomayev"", 17 August 1942 – 25 October 2008), dubbed the ""King of Songs"" and the ""Soviet Sinatra"" was a Soviet Azerbaijani baritone operatic pop singer. He achieved iconic status in Russia and the post-Soviet countries for his vocal talent and charisma.",Farrukh Hagani,Muslim Magomayev.
5adebea1554299728e26c7b6,Muz-TV was launched before the 24-hour music channel that was operated by what company?,Prof Media,"Muz-TV (Муз-ТВ, from Музыкальное телевидение - Music Television) is a Russian music TV channel, broadcasting since 1996, as a MTV version on Russian language. It is largely modelled after western MTV and predates launching of MTV Russia in 1998. Muz TV was founded by Sergey Lisovskiy. The general director of Muz-TV is Arman Davletarov. Today Muz-TV is owned by UTH Russia, which is, in turn, 49% owned by The Walt Disney Company.
MTV Russia (Russian: MTV Россия ) is a Russian language free-to-air 24-hour music and general entertainment channel broadcasting in the Russian Federation. Under a licensing agreement from Viacom International Media Networks the channel was operated by Prof Media. From June 2013, VIMN Russia announced it would operate the channel after the agreement between both media organizations ceased. VIMN Russia relaunched the channel MTV Russia channel on October 1, 2013 and is also served by mtv.ru.",MTV Russia,Viacom International Media Networks.
5ab875bd55429916710eb062,Mark Lawrence played for the Dallas Stars and which other NHL team?,New York Islanders,"The Dallas Stars are a professional ice hockey team based in Dallas, Texas. They are members of the Central Division of the Western Conference of the National Hockey League (NHL). The team was founded during the 1967 NHL expansion as the Minnesota North Stars, based in Bloomington, Minnesota. Before the beginning of the 1978–79 NHL season, the team merged with the Cleveland Barons after the league granted them permission due to each team's respective financial struggles. Ultimately, the franchise relocated to Dallas for the 1993–94 NHL season. The Stars played out of Reunion Arena from their relocation until 2001, when the team moved less than 1.5 miles into the American Airlines Center.
Mark Jay Lawrence (born January 27, 1972) is a Canadian retired professional ice hockey winger who played in the National Hockey League for the Dallas Stars and the New York Islanders.",I couldn't find any information about a person named Mark Lawrence playing in,New York Islanders.
5a8c301d554299240d9c20cb,"Casino and Culto A La Vida are cocktails, one of which contains Havana Club 7 and what else?",It features Havana Club 7 Añejo Rum and Cranberry juice,"The Casino is an IBA official cocktail made with gin, maraschino liqueur, orange bitters and fresh lemon juice.
Culto A La Vida is a classic original Cuban cocktail whose name and recipe are registered by the rum brand Havana Club. It features Havana Club 7 Añejo Rum and Cranberry juice.","Culto A La Vida contains Havana Club 7, pineapple",Cranberry juice.
5a7c2f145542996dd594b8b4,The actress who made her film debut in Friday Night Lights also starred in a 2014 French-American crime-thriller directed by whi?,McG,"Amber Laura Heard (born April 22, 1986) is an American actress. She made her film debut in 2004 in the sports drama ""Friday Night Lights"". After small roles in ""North Country"" and ""Alpha Dog"", Heard played her first leading role in ""All the Boys Love Mandy Lane"" (2006) and appeared in The CW television show ""Hidden Palms"" (2007).
3 Days to Kill is a 2014 French-American crime-thriller  film directed by McG and written by Luc Besson and Adi Hasak. The film stars Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Richard Sammel, and Eriq Ebouaney. The film was released on 21 February 2014.",Aimee Teegarden,McG.
5ae21ef35542994d89d5b35d,What college teamdid the point guard that led the way for Philedlphia 76ers in the 2017-18 season play basketball in?,Washington Huskies,"Markelle N'Gai Fultz (born May 29, 1998) is an American professional basketball player for the Philadelphia 76ers of the  National Basketball Association (NBA). After playing college basketball for one season with the Washington Huskies, he was drafted with the first overall pick of the 2017 NBA draft by the 76ers.
The 2017–18 Philadelphia 76ers season will be the 79th season of the franchise in the National Basketball Association (NBA). The 2017–18 76ers season will likely be the first time where their franchise's young core would play together with players like Joel Embiid, Ben Simmons, Dario Saric, Timothe Luwawu-Cabarrot, and newly drafted point guard, Markelle Fultz with leading the way moving forward. Furthermore, during the 2016–17 season, the club was plagued with injury with Ben Simmons, Jahlil Okafor, Jerryd Bayless, Joel Embiid and Robert Covington. All five of them missed significant time. They would wind up acquiring the #1 pick again, this time being point guard Markelle Fultz from the Boston Celtics on June 19, four days before the 2017 NBA Draft began in exchange for their #3 pick this year (which was Jayson Tatum) and another first round pick moving forward. During the 2017–18 campaign, the Sixers look to build young core and have more of a legitimate change to a playoff run since Sam Hinkie's infamous tanking method.",Ben Simmons.,Washington Huskies.
5ae7385d5542992ae0d163da,Bartlett's Bridge was built by the engineer who worked for the county seat of which Massachusetts county?,Worcester County,"Bartlett's Bridge is a historic stone arch bridge carrying Clara Barton Road over the French River in Oxford, Massachusetts. The bridge was built in 1889 to a design by Charles A. Allen, at the time a civil engineer for the city of Worcester. The bridge was built to replace an older wooden span at the request of Edwin Bartlett, the owner of textile mills in North Oxford, whose businesses and employees would have used the road. The bridge is 30 ft long and 42 ft wide, with its elliptical arch reaching a height of 13 ft above the river. The facing of the bridge is rough-cut granite that has been fixed with mortar. In contrast, the granite stones that make up the arch have been very precisely worked. The bridge has parapet walls made of large granite slabs 4.5 ft , 2 ft wide, and 1 ft thick.
Worcester ( , ] ) is a city and the county seat of Worcester County, Massachusetts, United States. Named after Worcester, England, as of the 2010 Census the city's population was 181,045, making it the second most populous city in New England after Boston. Worcester is located approximately 40 mi west of Boston, 50 mi east of Springfield and 40 mi north of Providence. Due to its location in Central Massachusetts, Worcester is known as the ""Heart of the Commonwealth"", thus, a heart is the official symbol of the city. However, the heart symbol may also have its provenance in lore that the mass-produced Valentine's Day card was invented in the city.",Worcester,Worcester County.
5ab32256554299233954ff22,What position does Kyle York hold at the internet performance management company Dyn?,Chief Strategy Officer,"Kyle York (born November 26, 1982) is an Internet entrepreneur, startup advisor, angel investor, cloud and Infrastructure-as-a-Service expert and sought-after global public speaker on cloud migration, internet security and hybrid cloud strategy. York is an executive at Dyn, currently serving as Chief Strategy Officer. Dyn was acquired by Oracle on November 21, 2016. York also sits on the boards of Datanyze, CloudApp and 3rd Generation family business, YORK Athletics MFG. where he is a co-founder. York is also an active angel investor and advisor in dozens of fast growth Internet companies. He has been part of eight successful exits as an investor and employee. Companies he has invested in and worked as a go-to-market (GTM) leader have been acquired by Cisco, Cognizant, New Relic, Oracle and Sophos.
Dyn, Inc. ( ) is an Internet performance management company, offering products to monitor, control, and optimize online infrastructure, and also domain registration services and email products. The company was acquired by Oracle Corporation in 2016.",I couldn't find any information about Kyle York's position at Dyn.,Chief Strategy Officer.
